node,role,manufacturer,site,status,degree_centrality,betweenness_centrality,closeness_centrality,clustering_coefficient,avg_neighbor_degree,connected_to_endpoint,connected_to_access,connected_to_dist,connected_to_core,human_reviewed,is_confirmed_rogue
HOST-27,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-28,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-29,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-30,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-31,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-32,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-33,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-34,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-35,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-36,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-37,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-38,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-39,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-40,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-41,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-42,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-43,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-44,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-45,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-46,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-47,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-48,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-49,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-50,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-51,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-52,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-53,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-54,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-55,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-56,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-57,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-58,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-59,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-60,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-61,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-62,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-63,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-64,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-65,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-66,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-67,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-68,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-69,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-70,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-71,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-72,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-73,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-74,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-75,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-76,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-77,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-78,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-79,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-80,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-81,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-82,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-83,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-84,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-85,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-86,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-87,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-88,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-89,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-90,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-91,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-92,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-93,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-94,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-95,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-96,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-97,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-98,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-99,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-100,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-101,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-102,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-103,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-104,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-105,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-106,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-107,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-108,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-109,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-110,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-111,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-112,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-113,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-114,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-115,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-116,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-117,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-118,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-119,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-120,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-121,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-122,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-123,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-124,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-125,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-126,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-127,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-128,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-129,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-130,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-131,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-132,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-133,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-134,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-135,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-136,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-137,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-138,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-139,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-140,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-141,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-142,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-143,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-144,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-145,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-146,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-147,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-148,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-149,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-150,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-151,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-152,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-153,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-154,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-155,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-156,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-157,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-158,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-159,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-160,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-161,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-162,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-163,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-164,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-165,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
HOST-166,Endpoint,Generic Manufacturer,Viettel Lab Site 1,active,0.000966183574879227,0.0,0.04590509884244174,0.0,0.006763285024154589,0,1,0,0,False,False
